fecha,exp_inf_12m,exp_tcn_12m,tcn,ipc,tot,embi
2021-12-01,3.7873652428081486,822.2285073872717,828.5959732133952,472.0281977886913,457.2198067599264,346.1818181818182
2022-01-01,3.8739828315930644,824.7351037092787,829.4597961968336,473.2223386629573,464.3104592584745,355.4
2022-02-01,3.979746987406606,824.5384468120747,827.8668400366348,474.2883486629137,468.9752066134668,373
2022-03-01,4.2580447535118475,821.6898580913613,824.4208281575899,475.0906816546507,477.38134660076986,365.19354838709677
2022-04-01,4.325104199431495,822.121009392507,824.4040257988365,476.19512836794166,474.24285458849613,345.3333333333333
2022-05-01,4.955177882924771,824.4596756382498,830.1686653734628,477.1072071984392,478.5786391384614,382.5806451612903
2022-06-01,5.164323315183839,824.2756345714478,827.4483974728154,477.8174335275116,480.5199841566515,386.6
2022-07-01,5.638033343610769,830.6472160100585,838.6930849617745,478.834062591094,476.5537789523448,437.06451612903226
2022-08-01,5.9211859631846036,831.1889558230358,837.2868302234092,480.0620770537212,475.0352327800486,398.83870967741933
2022-09-01,6.803241039182698,832.9416783939319,839.7487737669167,481.127874812581,472.2418817808471,422.4
2022-10-01,7.017883462124649,837.7287238672084,845.971995403075,482.1512824997062,471.12792388658613,470.96774193548384
2022-11-01,7.3900807839534215,843.3811582477186,850.3364232846461,483.1205630994213,467.3663868773487,417.3333333333333
2022-12-01,7.2413680509045255,845.531778769815,847.4293414801015,484.3625393860126,465.7170147436733,381.16129032258067
2023-01-01,7.436508195530673,845.531778769815,845.5808093010768,485.6669979671601,466.41316896063694,370.03225806451616
2023-02-01,7.027205298533169,845.0946545597311,847.5670183699779,486.7568955293423,460.65317921508876,384.5357142857143
2023-03-01,6.961934188005707,844.3977129084977,846.8204893983343,487.6105942366285,456.697616118608,416.76190476190476
